annotation,type,start,end
28494,Insult,31,37
28495,Insult,12,24
28495,Insult,25,30
28496,Other Toxicity,5,13
28497,Insult,5,13
28498,Identity based Attack,5,13
28499,Insult,36,45
28501,Identity based Attack,0,45
28501,Insult,172,237
28503,Insult,34,41
28504,Insult,34,41
28504,Insult,42,51
28505,Profane/Obscene,15,19
28506,Profane/Obscene,15,19
28507,Insult,15,19
28509,Insult,5,13
28510,Insult,5,13
28513,Insult,63,66
28518,Profane/Obscene,33,39
28518,Insult,41,88
28518,Insult,168,172
28519,Profane/Obscene,33,39
28519,Profane/Obscene,41,49
28519,Profane/Obscene,54,62
28519,Profane/Obscene,67,75
28519,Profane/Obscene,80,88
28519,Profane/Obscene,168,176
28520,Insult,14,19
28521,Insult,14,19
28522,Insult,14,19
28523,Identity based Attack,0,89
28523,Insult,266,304
28524,Insult,44,54
28524,Insult,297,304
28525,Insult,44,54
28525,Identity based Attack,72,83
28525,Insult,266,271
28525,Profane/Obscene,297,304
28528,Insult,0,4
28532,Insult,17,22
28533,Profane/Obscene,17,22
28534,Profane/Obscene,17,22
28534,Identity based Attack,29,34
28535,Identity based Attack,23,31
28537,Insult,23,31
28539,Profane/Obscene,106,111
28540,Insult,106,111
28540,Other Toxicity,169,183
28541,Identity based Attack,193,200
28543,Insult,83,95
28543,Insult,183,206
28543,Insult,236,250
28545,Identity based Attack,31,37
28548,Threat,75,82
28549,Profane/Obscene,75,82
28550,Insult,41,49
28550,Insult,50,55
28551,Insult,41,55
28552,Insult,50,55
28553,Insult,112,123
28554,Insult,120,123
28555,Insult,116,123
28555,Insult,269,278
28558,Insult,25,33
28559,Insult,86,94
28559,Threat,258,267
28560,Identity based Attack,258,267
28560,Other Toxicity,0,37
28560,Threat,47,69
28561,Insult,86,94
28563,Identity based Attack,172,187
28564,Insult,127,136
28564,Profane/Obscene,163,187
28566,Identity based Attack,30,37
28567,Insult,0,72
28567,Identity based Attack,0,72
28569,Insult,40,44
28570,Other Toxicity,36,48
28571,Insult,7,11
28572,Insult,7,11
28573,Profane/Obscene,7,11
28574,Insult,112,115
28576,Insult,324,327
28578,Other Toxicity,30,37
28579,Insult,30,37
28580,Insult,0,5
28581,Insult,0,5
28582,Insult,0,5
28583,Insult,324,330
28583,Insult,373,377
28583,Insult,348,354
28584,Insult,324,330
28585,Insult,373,377
28586,Identity based Attack,13,31
28589,Insult,51,55
28590,Insult,51,55
28591,Profane/Obscene,51,55
28592,Identity based Attack,82,93
28592,Insult,82,93
28594,Identity based Attack,82,93
28596,Profane/Obscene,41,45
28597,Profane/Obscene,41,51
28598,Insult,432,438
28599,Insult,432,438
28599,Identity based Attack,299,308
28602,Insult,145,151
28603,Insult,145,151
28604,Identity based Attack,0,4
28607,Insult,25,32
28608,Insult,25,32
28609,Insult,25,32
28611,Profane/Obscene,20,25
28612,Identity based Attack,127,148
28614,Insult,13,17
28614,Insult,24,29
28617,Profane/Obscene,449,454
28618,Identity based Attack,442,454
28619,Profane/Obscene,43,50
28621,Profane/Obscene,43,50
28622,Insult,90,96
28622,Insult,99,106
28623,Identity based Attack,55,106
28624,Insult,90,106
28626,Insult,545,551
28627,Profane/Obscene,545,551
28628,Insult,0,26
28629,Insult,454,465
28630,Insult,0,37
28630,Insult,454,465
28632,Insult,296,300
28632,Threat,119,125
28633,Insult,296,300
28635,Insult,12,20
28635,Insult,21,26
28636,Insult,12,20
28637,Profane/Obscene,0,4
28637,Identity based Attack,17,23
28637,Insult,92,98
28638,Insult,92,98
28639,Insult,92,98
28639,Identity based Attack,149,161
28640,Insult,60,65
28641,Insult,33,37
28641,Insult,60,65
28642,Insult,60,65
28643,Insult,113,119
28644,Insult,20,28
28650,Insult,7,12
28651,Other Toxicity,7,12
28652,Insult,137,142
28653,Identity based Attack,16,27
28653,Threat,45,58
28653,Identity based Attack,122,135
28653,Threat,171,193
28654,Insult,23,27
28655,Insult,40,46
28656,Insult,40,46
28657,Insult,40,46
28658,Profane/Obscene,318,321
28659,Insult,29,32
28659,Insult,329,335
28660,Insult,29,32
28661,Identity based Attack,46,53
28667,Insult,14,19
28668,Insult,0,19
28669,Insult,14,19
28670,Insult,223,231
28671,Insult,223,231
28672,Insult,223,231
28674,Insult,19,25
28674,Insult,41,47
28675,Insult,19,25
28678,Insult,180,185
28681,Profane/Obscene,3,7
28681,Insult,203,208
28682,Insult,6,12
28684,Insult,81,87
28685,Other Toxicity,66,69
28686,Insult,116,147
28688,Insult,11,24
28689,Insult,11,24
28690,Threat,9,24
28690,Threat,48,66
28693,Insult,24,30
28694,Insult,29,37
28694,Insult,47,53
28695,Insult,47,53
28696,Insult,29,53
28696,Insult,205,235
28697,Insult,94,139
28698,Profane/Obscene,112,116
28699,Insult,107,111
28701,Insult,100,106
28705,Insult,0,7
28706,Insult,148,153
28707,Threat,195,202
28707,Identity based Attack,74,81
28708,Insult,148,153
28709,Identity based Attack,50,83
28709,Insult,50,83
28710,Identity based Attack,71,83
28711,Profane/Obscene,71,77
28711,Profane/Obscene,78,83
28712,Threat,23,30
28713,Other Toxicity,205,230
28714,Insult,136,143
28716,Insult,20,29
28717,Insult,31,41
28718,Insult,117,123
28718,Insult,128,134
28719,Insult,53,60
28720,Insult,117,134
28721,Identity based Attack,29,269
28723,Insult,8,16
28723,Insult,120,129
28724,Insult,280,288
28725,Insult,238,242
28728,Insult,0,19
28734,Insult,18,24
28735,Insult,18,24
28736,Other Toxicity,46,53
28737,Insult,19,28
28738,Threat,19,28
28740,Insult,503,517
28741,Insult,694,702
28742,Insult,20,27
28742,Insult,20,42
28743,Other Toxicity,20,27
28744,Identity based Attack,0,5
28745,Insult,87,92
28747,Insult,87,92
28748,Profane/Obscene,59,63
28749,Profane/Obscene,135,141
28749,Identity based Attack,391,399
28750,Profane/Obscene,59,63
28751,Insult,55,57
28751,Profane/Obscene,206,211
28753,Insult,91,99
28755,Insult,34,40
28758,Insult,74,80
28759,Insult,66,80
28759,Insult,98,106
28760,Profane/Obscene,34,38
28761,Insult,23,38
28762,Insult,23,38
28763,Insult,106,111
28765,Insult,118,133
28765,Other Toxicity,80,91
28766,Profane/Obscene,11,15
28767,Insult,11,15
28768,Insult,11,15
28770,Insult,132,138
28771,Insult,83,89
28771,Insult,132,138
28771,Insult,193,199
28771,Identity based Attack,315,331
28771,Insult,457,463
28771,Insult,557,562
28771,Insult,600,606
28771,Insult,739,745
28772,Insult,8,19
28774,Identity based Attack,8,24
28774,Identity based Attack,74,86
28776,Insult,71,74
28777,Insult,71,74
28777,Identity based Attack,121,127
28777,Other Toxicity,217,227
28779,Insult,10,16
28780,Insult,10,16
28781,Insult,42,48
28782,Insult,42,48
28782,Insult,29,37
28782,Insult,23,27
28783,Insult,42,48
28785,Identity based Attack,178,193
28786,Threat,222,230
28786,Other Toxicity,198,205
28787,Insult,10,15
28787,Insult,22,27
28787,Profane/Obscene,17,21
28787,Identity based Attack,258,264
28787,Identity based Attack,355,361
28788,Insult,10,15
28789,Insult,10,15
28792,Threat,0,83
28793,Identity based Attack,19,31
28794,Insult,52,57
28795,Insult,52,57
28797,Insult,211,249
28799,Other Toxicity,54,59
28800,Insult,6,158
28801,Identity based Attack,0,266
28802,Insult,24,28
28803,Profane/Obscene,24,28
28804,Profane/Obscene,24,28
28807,Profane/Obscene,0,4
28813,Identity based Attack,68,73
28814,Threat,19,26
28820,Insult,373,379
28821,Insult,373,379
28822,Insult,369,379
28823,Insult,0,12
28823,Other Toxicity,0,12
28824,Insult,0,5
28825,Insult,0,5
28827,Profane/Obscene,0,8
28827,Insult,42,46
28828,Insult,0,63
28828,Profane/Obscene,0,63
28828,Insult,66,70
28831,Insult,241,247
28832,Insult,58,62
28833,Insult,58,62
28834,Profane/Obscene,58,62
28835,Insult,277,282
28836,Insult,537,546
28839,Insult,0,10
28840,Insult,0,10
28841,Insult,16,23
28844,Identity based Attack,18,132
28848,Other Toxicity,85,90
28849,Other Toxicity,520,530
28850,Profane/Obscene,40,44
28851,Insult,40,44
28852,Profane/Obscene,40,44
28855,Insult,186,192
28856,Insult,27,33
28857,Insult,27,33
28858,Insult,27,41
28860,Profane/Obscene,69,72
28861,Other Toxicity,0,17
28861,Profane/Obscene,69,72
28863,Identity based Attack,14,19
28864,Identity based Attack,27,37
28866,Insult,31,37
28867,Insult,31,37
28868,Insult,34,40
28869,Insult,34,40
28870,Insult,34,40
28871,Insult,19,22
28872,Identity based Attack,19,22
28873,Identity based Attack,19,22
28876,Insult,75,95
28878,Identity based Attack,52,57
28879,Identity based Attack,52,57
28880,Insult,0,72
28881,Insult,28,34
28882,Insult,28,34
28882,Insult,48,54
28888,Other Toxicity,145,154
28889,Insult,59,65
28890,Insult,59,65
28891,Insult,59,65
28892,Profane/Obscene,47,51
28893,Profane/Obscene,47,51
28894,Insult,47,51
28896,Insult,144,150
28896,Insult,172,178
28897,Insult,144,150
28897,Insult,172,178
28898,Identity based Attack,32,42
28900,Other Toxicity,32,42
28900,Other Toxicity,116,125
28901,Insult,17,22
28901,Other Toxicity,17,22
28901,Threat,97,107
28902,Insult,42,52
28903,Insult,17,22
28903,Identity based Attack,76,130
28904,Insult,969,975
28907,Insult,31,36
28909,Profane/Obscene,31,36
28910,Insult,66,73
28911,Insult,57,117
28912,Insult,53,127
28913,Insult,216,220
28914,Identity based Attack,276,280
28915,Insult,216,220
28916,Insult,0,9
28916,Other Toxicity,16,52
28917,Threat,25,34
28918,Insult,5,9
28918,Identity based Attack,25,47
28919,Insult,149,156
28920,Profane/Obscene,149,164
28921,Threat,0,46
28921,Identity based Attack,75,93
28921,Profane/Obscene,138,164
28924,Threat,47,51
28925,Insult,112,121
28927,Insult,62,94
28928,Profane/Obscene,11,17
28929,Insult,29,39
28929,Insult,127,132
28930,Insult,29,38
28930,Insult,44,52
28930,Insult,127,132
28930,Insult,206,210
28932,Threat,248,256
28933,Insult,82,125
28936,Other Toxicity,84,93
28937,Insult,9,18
28938,Insult,0,109
28940,Profane/Obscene,159,164
28940,Insult,159,164
28941,Insult,159,164
28942,Threat,136,146
28942,Profane/Obscene,159,164
28943,Insult,78,90
28945,Insult,78,90
28948,Profane/Obscene,0,16
28949,Insult,796,802
28951,Insult,796,802
28952,Insult,241,247
28953,Insult,241,247
28954,Profane/Obscene,198,202
28955,Insult,343,348
28956,Insult,41,46
28957,Insult,270,279
28959,Insult,285,291
28960,Threat,216,237
28960,Threat,270,283
28962,Identity based Attack,25,43
28963,Identity based Attack,25,43
28965,Insult,9,29
28966,Insult,9,14
28968,Insult,82,88
28969,Insult,82,88
28970,Insult,16,21
28971,Insult,16,21
28972,Insult,16,21
28973,Profane/Obscene,33,48
28974,Insult,33,41
28974,Insult,42,48
28975,Insult,0,48
28976,Other Toxicity,245,256
28977,Insult,0,25
28978,Insult,5,10
28978,Insult,115,121
28978,Insult,128,134
28980,Insult,114,120
28981,Insult,114,120
28982,Insult,7,12
28983,Insult,0,5
28984,Identity based Attack,0,21
28985,Insult,89,94
28986,Insult,29,32
28987,Insult,45,50
28987,Insult,89,94
28988,Insult,31,37
28989,Insult,31,37
28990,Insult,31,37
28992,Identity based Attack,12,25
28993,Identity based Attack,12,33
28994,Insult,56,60
28994,Identity based Attack,37,49
28995,Insult,51,69
28996,Identity based Attack,37,69
28998,Other Toxicity,7,16
28998,Insult,190,200
28999,Insult,190,200
29001,Identity based Attack,0,52
29002,Insult,5,10
29004,Insult,10,16
29005,Identity based Attack,0,22
29007,Insult,14,19
29008,Insult,14,19
29011,Profane/Obscene,141,171
29013,Insult,114,120
29014,Insult,0,120
29016,Threat,50,74
29019,Identity based Attack,114,119
29022,Insult,26,30
29023,Threat,47,94
29024,Other Toxicity,21,30
29025,Insult,12,30
29026,Insult,7,17
29026,Insult,21,30
29028,Threat,49,80
29029,Insult,65,69
29031,Threat,23,51
29031,Identity based Attack,53,72
29032,Identity based Attack,53,72
29032,Identity based Attack,43,51
29033,Insult,40,47
29034,Insult,40,47
29035,Insult,40,47
29037,Insult,432,438
29038,Identity based Attack,0,139
29039,Insult,31,37
29039,Insult,419,427
29039,Insult,547,552
29041,Insult,31,37
29041,Other Toxicity,79,86
29041,Other Toxicity,283,312
29041,Insult,419,427
29042,Identity based Attack,107,113
29043,Insult,133,142
29044,Identity based Attack,31,56
29045,Identity based Attack,169,175
29049,Insult,23,29
29050,Other Toxicity,23,29
29051,Insult,105,111
29052,Insult,0,5
29052,Identity based Attack,0,5
29052,Insult,105,111
29053,Insult,0,5
29053,Insult,105,111
29054,Insult,88,94
29055,Insult,88,94
29055,Threat,160,183
29056,Insult,88,94
29058,Insult,15,21
29059,Insult,15,21
29060,Profane/Obscene,0,11
29061,Identity based Attack,0,11
29062,Insult,0,11
29065,Other Toxicity,91,98
29067,Insult,27,37
29068,Profane/Obscene,27,37
29070,Identity based Attack,22,32
29071,Insult,22,36
29073,Insult,84,90
29074,Insult,84,90
29075,Insult,160,165
29076,Insult,160,165
29077,Insult,160,165
29078,Insult,139,147
29079,Profane/Obscene,145,148
29080,Insult,132,153
29081,Insult,21,38
29082,Identity based Attack,21,27
29082,Identity based Attack,33,38
29083,Insult,9,53
29084,Insult,66,76
29086,Insult,66,76
29089,Other Toxicity,54,76
29092,Profane/Obscene,36,40
29095,Identity based Attack,28,43
29096,Identity based Attack,21,25
29097,Identity based Attack,75,85
29098,Insult,63,70
29098,Insult,75,79
29099,Insult,177,183
29099,Insult,141,147
29100,Insult,141,147
29101,Insult,123,154
29101,Identity based Attack,123,154
29103,Identity based Attack,310,319
29105,Insult,529,534
29109,Identity based Attack,13,28
29110,Identity based Attack,0,28
29111,Insult,43,49
29112,Other Toxicity,43,49
29113,Insult,43,49
29114,Insult,23,30
29115,Insult,23,30
29115,Insult,54,60
29115,Insult,67,74
29116,Insult,23,30
29119,Insult,13,18
29119,Insult,395,411
29121,Insult,119,126
29121,Insult,179,187
29121,Identity based Attack,293,298
29122,Insult,15,20
29123,Insult,65,70
29124,Insult,65,70
29124,Insult,264,272
29125,Insult,264,272
29126,Insult,25,31
29127,Insult,25,38
29128,Insult,25,31
29129,Insult,116,121
29131,Profane/Obscene,116,121
29134,Insult,0,5
29137,Insult,0,98
29138,Insult,9,16
29139,Insult,9,16
29140,Insult,9,16
29141,Profane/Obscene,358,366
29142,Insult,202,206
29143,Profane/Obscene,32,43
29143,Insult,229,250
29143,Insult,267,282
29144,Insult,153,166
29147,Insult,435,444
29148,Insult,236,244
29148,Insult,435,444
29149,Insult,435,444
29150,Identity based Attack,49,70
29151,Insult,579,594
29155,Threat,459,492
29155,Threat,594,646
29156,Identity based Attack,37,66
29159,Insult,238,242
29160,Insult,84,99
29160,Insult,238,242
29161,Insult,238,242
29161,Insult,84,91
29162,Insult,33,38
29163,Insult,33,38
29164,Identity based Attack,33,38
29168,Other Toxicity,91,97
29170,Insult,433,443
29171,Insult,7,30
29172,Insult,26,30
29173,Insult,26,30
29174,Other Toxicity,77,82
29176,Identity based Attack,77,82
29177,Insult,63,70
29179,Insult,63,70
29181,Insult,25,31
29182,Insult,25,31
29184,Identity based Attack,35,43
29184,Insult,44,50
29186,Insult,35,45
29188,Insult,35,55
29190,Profane/Obscene,48,52
29191,Threat,48,64
29192,Insult,27,36
29196,Insult,0,21
29197,Insult,14,21
29199,Insult,90,98
29200,Profane/Obscene,86,107
29202,Insult,16,23
29203,Insult,7,11
29203,Insult,16,23
29204,Identity based Attack,29,48
29204,Identity based Attack,227,322
29205,Identity based Attack,82,151
29206,Other Toxicity,289,294
29207,Insult,37,43
29208,Insult,37,43
29209,Insult,37,43
29211,Threat,13,28
29212,Identity based Attack,19,36
29214,Insult,75,79
29219,Insult,204,210
29220,Insult,204,210
29221,Insult,204,210
29222,Insult,59,70
29223,Insult,165,170
29223,Insult,116,121
29224,Insult,64,70
29224,Other Toxicity,116,121
29224,Insult,165,170
29226,Insult,46,61
29228,Insult,15,22
29228,Insult,99,108
29229,Insult,15,22
29230,Insult,15,22
29233,Insult,82,91
29234,Insult,27,34
29236,Profane/Obscene,20,34
29237,Insult,20,26
29238,Insult,0,26
29238,Insult,115,174
29239,Insult,20,26
29240,Profane/Obscene,18,23
29241,Profane/Obscene,18,23
29242,Profane/Obscene,18,23
29243,Identity based Attack,35,44
29245,Identity based Attack,0,30
29246,Insult,0,7
29247,Insult,0,7
29248,Identity based Attack,0,7
29251,Insult,26,31
29252,Other Toxicity,22,37
29252,Insult,96,120
29252,Insult,193,199
29252,Insult,210,236
29252,Identity based Attack,238,284
29253,Insult,193,199
29253,Insult,231,236
29254,Other Toxicity,101,105
29255,Insult,28,34
29256,Insult,28,34
29257,Insult,28,34
29259,Insult,0,4
29259,Insult,52,56
29260,Insult,0,4
29260,Insult,52,56
29260,Identity based Attack,166,171
29260,Insult,536,542
29262,Insult,25,31
29262,Insult,32,38
29263,Insult,25,38
29263,Identity based Attack,25,38
29266,Identity based Attack,140,147
29267,Other Toxicity,184,198
29267,Other Toxicity,410,429
29268,Insult,104,108
29269,Insult,104,108
29271,Insult,67,75
29272,Insult,40,45
29272,Insult,140,146
29273,Insult,84,90
29275,Insult,79,90
29275,Insult,112,118
29276,Profane/Obscene,6,10
29277,Insult,0,96
29278,Identity based Attack,0,53
29279,Threat,37,65
29280,Threat,61,65
29281,Threat,32,65
29282,Insult,31,37
29283,Insult,0,41
29284,Insult,31,41
29285,Insult,0,72
29286,Insult,45,72
29287,Profane/Obscene,54,72
29289,Insult,88,92
29289,Insult,127,139
29290,Profane/Obscene,57,62
29291,Insult,64,70
29291,Profane/Obscene,90,95
29292,Insult,64,75
29293,Insult,64,70
29298,Profane/Obscene,157,166
29299,Insult,157,166
29301,Insult,14,21
29302,Profane/Obscene,14,21
29304,Insult,71,77
29307,Identity based Attack,36,68
29308,Identity based Attack,36,44
29311,Insult,171,317
29312,Profane/Obscene,7,14
29313,Insult,7,14
29314,Insult,0,14
29315,Identity based Attack,234,240
29320,Profane/Obscene,19,41
29321,Other Toxicity,211,221
29323,Insult,14,20
29323,Insult,98,103
29323,Insult,211,221
29323,Insult,196,207
29323,Insult,242,247
29324,Threat,586,595
29325,Profane/Obscene,49,59
29326,Insult,569,575
29327,Insult,99,116
29328,Threat,110,116
29329,Insult,99,116
29332,Insult,118,124
29335,Identity based Attack,162,173
29336,Identity based Attack,83,96
29337,Identity based Attack,91,96
29337,Identity based Attack,110,120
29338,Insult,50,60
29338,Other Toxicity,83,96
29338,Other Toxicity,110,120
29339,Profane/Obscene,0,8
29345,Identity based Attack,0,6
29347,Identity based Attack,29,48
29348,Insult,22,28
29349,Insult,22,28
29350,Insult,22,28
29350,Insult,30,37
29350,Insult,39,45
29350,Insult,47,59
29350,Insult,61,67
29351,Insult,103,112
29352,Insult,103,112
29353,Insult,103,112
29353,Threat,121,128
29354,Insult,22,30
29355,Insult,22,30
29356,Threat,22,30
29358,Identity based Attack,9,12
29361,Identity based Attack,89,94
29361,Identity based Attack,173,186
29362,Insult,173,186
29365,Identity based Attack,16,34
29368,Insult,49,55
29368,Other Toxicity,289,323
29372,Profane/Obscene,34,38
29373,Insult,25,30
29374,Profane/Obscene,18,38
29376,Insult,543,550
29379,Threat,7,28
29381,Insult,110,114
29383,Insult,110,114
29384,Identity based Attack,516,531
29384,Insult,567,573
29385,Identity based Attack,0,571
29386,Insult,0,97
29386,Profane/Obscene,99,223
29386,Profane/Obscene,226,381
29386,Threat,383,461
29386,Insult,512,573
29388,Insult,128,135
29389,Identity based Attack,64,69
29391,Other Toxicity,54,60
29394,Other Toxicity,654,665
29395,Insult,18,22
29395,Identity based Attack,52,63
29395,Insult,376,385
29395,Insult,408,412
29395,Insult,429,434
29395,Insult,578,587
29398,Insult,35,94
29402,Insult,348,355
29404,Identity based Attack,25,33
29404,Insult,43,50
29404,Insult,54,63
29404,Identity based Attack,348,355
29405,Insult,26,34
29406,Insult,79,85
29407,Insult,26,34
29407,Insult,79,85
29408,Insult,6,15
29409,Insult,6,9
29409,Identity based Attack,10,15
29412,Insult,272,301
29412,Identity based Attack,111,202
29413,Insult,272,301
29414,Insult,9,15
29415,Insult,9,15
29416,Insult,9,15
29418,Identity based Attack,64,70
29419,Insult,64,70
29419,Identity based Attack,214,223
29419,Identity based Attack,225,229
29419,Identity based Attack,241,265
29420,Identity based Attack,63,87
29421,Identity based Attack,76,87
29422,Identity based Attack,76,87
29423,Insult,128,136
29424,Insult,128,136
29428,Insult,0,20
29429,Insult,144,150
29430,Insult,144,150
29431,Insult,141,150
29432,Insult,488,493
29433,Insult,390,397
29434,Insult,381,395
29435,Insult,30,36
29436,Insult,30,36
29437,Identity based Attack,205,215
29439,Insult,63,69
29440,Insult,63,69
29442,Insult,14,38
29443,Insult,24,30
29444,Insult,159,164
29444,Profane/Obscene,178,185
29444,Insult,700,707
29447,Insult,9,22
29448,Identity based Attack,9,16
29449,Insult,9,16
29453,Insult,132,138
29454,Insult,132,138
29455,Insult,132,138
29455,Insult,140,147
29456,Insult,79,86
29457,Insult,68,86
29458,Insult,39,50
29458,Insult,52,59
29458,Insult,61,86
29459,Insult,28,41
29460,Identity based Attack,216,250
29461,Insult,216,225
29462,Insult,14,21
29463,Insult,32,40
29464,Insult,14,28
29465,Profane/Obscene,379,390
29465,Insult,839,845
29465,Insult,895,905
29466,Insult,803,808
29466,Insult,811,816
29466,Insult,839,845
29467,Insult,803,808
29467,Insult,839,850
29467,Insult,895,905
29468,Insult,157,163
29469,Insult,274,280
29469,Insult,427,432
29470,Insult,157,163
29470,Insult,274,280
29470,Insult,427,432
29471,Insult,11,16
29472,Insult,11,17
29473,Insult,11,17
29474,Insult,10,20
29475,Insult,10,20
29476,Insult,10,20
29477,Insult,288,298
29478,Insult,177,190
29478,Insult,168,173
29479,Identity based Attack,147,153
29480,Identity based Attack,40,97
29480,Threat,40,97
29481,Identity based Attack,40,127
29482,Identity based Attack,40,97
29483,Profane/Obscene,293,305
29484,Insult,293,305
29487,Insult,131,135
29488,Identity based Attack,1,25
29488,Profane/Obscene,131,136
29489,Insult,66,71
29490,Other Toxicity,0,123
29491,Insult,59,71
29492,Other Toxicity,151,222
29493,Identity based Attack,151,157
29493,Identity based Attack,159,169
29493,Identity based Attack,176,187
29494,Profane/Obscene,136,222
29496,Threat,49,80
29497,Identity based Attack,39,80
29498,Insult,15,21
29499,Insult,15,21
29500,Insult,15,21
29502,Insult,0,19
29502,Insult,105,118
29503,Insult,113,118
29504,Insult,13,35
29505,Profane/Obscene,13,35
29506,Identity based Attack,0,8
29509,Identity based Attack,91,101
29510,Insult,108,112
29511,Insult,39,46
29512,Identity based Attack,31,35
29513,Insult,229,233
29513,Identity based Attack,342,352
29514,Identity based Attack,346,365
29515,Insult,229,233
29517,Insult,7,15
29518,Insult,7,24
29519,Insult,18,24
29520,Insult,18,24
29521,Insult,18,24
29521,Identity based Attack,206,218
29525,Other Toxicity,237,241
29526,Identity based Attack,438,449
29527,Identity based Attack,336,345
29528,Insult,134,174
29530,Insult,134,174
29531,Insult,19,25
29531,Insult,387,393
29533,Insult,19,25
29533,Profane/Obscene,256,257
29533,Insult,387,393
29534,Insult,527,541
29534,Other Toxicity,435,447
29534,Threat,600,619
29535,Insult,137,226
29535,Insult,402,454
29535,Insult,481,512
29535,Profane/Obscene,514,541
29535,Threat,600,639
29536,Profane/Obscene,485,493
29537,Insult,46,53
29539,Identity based Attack,377,401
29540,Insult,484,487
29541,Insult,149,154
29542,Insult,137,154
29542,Insult,523,576
29543,Insult,9,17
29544,Insult,9,24
29544,Insult,59,67
29545,Insult,9,24
29545,Identity based Attack,211,253
29545,Other Toxicity,313,345
29547,Identity based Attack,81,92
29547,Identity based Attack,166,171
29547,Identity based Attack,186,191
29548,Other Toxicity,31,92
29548,Insult,101,109
29550,Profane/Obscene,58,63
29552,Insult,37,45
29553,Other Toxicity,378,385
29554,Other Toxicity,143,147
29555,Insult,358,364
29557,Insult,358,364
29560,Profane/Obscene,0,6
29560,Insult,136,141
29560,Insult,240,252
29560,Profane/Obscene,307,311
29563,Insult,174,178
29565,Other Toxicity,0,77
29566,Other Toxicity,48,79
29567,Insult,2,8
29571,Threat,4,61
29572,Identity based Attack,0,61
29573,Insult,153,166
29574,Other Toxicity,42,53
29575,Insult,153,166
29576,Insult,87,97
29576,Insult,99,111
29577,Insult,87,97
29577,Insult,99,107
29577,Insult,108,111
29578,Insult,87,97
29579,Insult,369,374
29580,Insult,258,264
29581,Insult,258,264
29581,Insult,369,374
29583,Insult,983,992
29585,Insult,175,207
29586,Insult,175,207
29586,Insult,209,240
29588,Profane/Obscene,52,60
29589,Profane/Obscene,47,65
29590,Identity based Attack,52,65
29593,Identity based Attack,31,61
29593,Identity based Attack,126,145
29594,Other Toxicity,0,222
29596,Other Toxicity,64,116
29598,Insult,119,144
29599,Insult,140,145
29601,Insult,133,141
29603,Identity based Attack,4,14
29603,Identity based Attack,46,56
29603,Identity based Attack,70,75
29603,Identity based Attack,113,123
29603,Identity based Attack,151,168
29604,Insult,0,188
29609,Profane/Obscene,20,26
29610,Insult,0,26
29610,Other Toxicity,79,155
29611,Insult,20,26
29612,Threat,366,376
29614,Identity based Attack,15,35
29615,Insult,494,506
29616,Identity based Attack,1,7
29619,Insult,201,207
29621,Insult,203,210
29622,Identity based Attack,10,28
29625,Insult,5,10
29626,Insult,45,52
29628,Insult,43,49
29629,Insult,43,49
29631,Identity based Attack,19,22
29631,Identity based Attack,44,51
29632,Insult,5,26
29635,Insult,61,79
29635,Insult,87,110
29635,Insult,116,134
29636,Identity based Attack,23,28
29637,Insult,23,28
29638,Insult,17,41
29639,Insult,20,28
29640,Insult,0,28
29641,Identity based Attack,0,28
29642,Identity based Attack,53,60
29642,Identity based Attack,85,102
29642,Identity based Attack,125,142
29642,Threat,143,147
29642,Identity based Attack,148,152
29642,Threat,174,186
29643,Identity based Attack,143,152
29644,Insult,174,186
29644,Identity based Attack,85,102
29644,Identity based Attack,125,142
29647,Insult,163,169
29648,Insult,19,25
29649,Insult,19,25
29650,Insult,14,25
29651,Insult,20,26
29652,Insult,0,26
29653,Insult,20,26
29654,Insult,32,37
29655,Insult,32,37
29657,Insult,192,200
29658,Insult,242,252
29659,Identity based Attack,192,218
29660,Insult,14,20
29661,Insult,58,64
29662,Threat,58,64
29663,Insult,47,54
29664,Insult,47,54
29665,Insult,36,54
29668,Insult,30,35
29668,Insult,43,50
29670,Insult,313,324
29671,Insult,313,324
29671,Insult,242,252
29671,Other Toxicity,313,324
29672,Identity based Attack,19,22
29676,Identity based Attack,266,300
29676,Insult,473,481
29677,Identity based Attack,270,277
29677,Identity based Attack,339,346
29677,Identity based Attack,414,420
29677,Insult,473,481
29678,Identity based Attack,0,7
29678,Insult,33,50
29679,Identity based Attack,0,50
29680,Profane/Obscene,46,50
29682,Insult,29,34
29683,Insult,29,34
29684,Insult,4,162
29685,Identity based Attack,111,126
29685,Profane/Obscene,111,126
29686,Insult,118,126
29687,Identity based Attack,17,31
29687,Insult,48,54
29688,Insult,48,54
29689,Insult,48,59
29690,Insult,73,80
29692,Other Toxicity,73,80
29695,Insult,0,29
29697,Insult,62,71
29698,Insult,39,48
29698,Insult,62,71
29699,Insult,49,58
29700,Other Toxicity,10,14
29704,Identity based Attack,194,211
29705,Insult,12,16
29705,Insult,40,44
29707,Insult,12,16
29707,Insult,33,44
29707,Identity based Attack,72,78
29709,Threat,159,167
29710,Profane/Obscene,7,10
29710,Insult,159,167
29712,Insult,45,50
29713,Insult,45,50
29714,Insult,211,216
29715,Insult,211,216
29716,Insult,211,216
29717,Insult,52,58
29718,Insult,80,86
29719,Insult,0,16
29719,Insult,52,58
29720,Profane/Obscene,31,39
29722,Profane/Obscene,3,10
29725,Identity based Attack,106,113
29725,Insult,129,138
29726,Insult,127,134
29727,Threat,88,94
